word,transcription,vowel_stress,original_transcription
засичани,zɐ'sitʃəni,zɐs'itʃəni,zɐˈsitʃəni
засичате,zɐ'sitʃət̪ɛ,zɐs'itʃət̪ɛ,zɐˈsitʃət̪ɛ
засичаш,zɐ'sitʃəʃ,zɐs'itʃəʃ,zɐˈsitʃəʃ
засичаше,zɐ'sitʃəʃɛ,zɐs'itʃəʃɛ,zɐˈsitʃəʃɛ
засичащ,zɐ'sitʃəʃt̪,zɐs'itʃəʃt̪,zɐˈsitʃəʃt̪
засичащата,zɐ'sitʃəʃt̪ət̪ə,zɐs'itʃəʃt̪ət̪ə,zɐˈsitʃəʃt̪ət̪ə
засичащо,zɐ'sitʃəʃt̪o̝,zɐs'itʃəʃt̪o̝,zɐˈsitʃəʃt̪o̝
заслужа,zɐ'sɫuʒə,zɐsɫ'uʒə,zɐˈsɫuʒə
заслужава,zəsɫo'ʒavə,zəsɫoʒ'avə,zəsɫoˈʒavə
заслужавала,zəsɫo'ʒavəɫə,zəsɫoʒ'avəɫə,zəsɫoˈʒavəɫə
заслужавалата,zəsɫo'ʒavəɫət̪ə,zəsɫoʒ'avəɫət̪ə,zəsɫoˈʒavəɫət̪ə
заслужавалите,zəsɫo'ʒavəlit̪ɛ,zəsɫoʒ'avəlit̪ɛ,zəsɫoˈʒavəlit̪ɛ
заслужавалото,zəsɫo'ʒavəɫo̝t̪o̝,zəsɫoʒ'avəɫo̝t̪o̝,zəsɫoˈʒavəɫo̝t̪o̝
заслужавам,zəsɫo'ʒavəm,zəsɫoʒ'avəm,zəsɫoˈʒavəm
заслужаванетата,zəsɫo'ʒavənɛt̪ət̪ə,zəsɫoʒ'avənɛt̪ət̪ə,zəsɫoˈʒavənɛt̪ət̪ə
заслужаванията,zəsɫo'ʒavənijət̪ə,zəsɫoʒ'avənijət̪ə,zəsɫoˈʒavənijət̪ə
заслужавано,zəsɫo'ʒavəno̝,zəsɫoʒ'avəno̝,zəsɫoˈʒavəno̝
заслужавате,zəsɫo'ʒavət̪ɛ,zəsɫoʒ'avət̪ɛ,zəsɫoˈʒavət̪ɛ
заслужавах,zəsɫo'ʒavəx,zəsɫoʒ'avəx,zəsɫoˈʒavəx
заслужаваха,zəsɫo'ʒavəxə,zəsɫoʒ'avəxə,zəsɫoˈʒavəxə
заслужаваш,zəsɫo'ʒavəʃ,zəsɫoʒ'avəʃ,zəsɫoˈʒavəʃ
заслужаваща,zəsɫo'ʒavəʃt̪ə,zəsɫoʒ'avəʃt̪ə,zəsɫoˈʒavəʃt̪ə
заслужаващи,zəsɫo'ʒavəʃt̪i,zəsɫoʒ'avəʃt̪i,zəsɫoˈʒavəʃt̪i
заслужаващите,zəsɫo'ʒavəʃt̪it̪ɛ,zəsɫoʒ'avəʃt̪it̪ɛ,zəsɫoˈʒavəʃt̪it̪ɛ
заслужаващия,zəsɫo'ʒavəʃt̪ijə,zəsɫoʒ'avəʃt̪ijə,zəsɫoˈʒavəʃt̪ijə
заслужаващият,zəsɫo'ʒavəʃt̪ijət̪,zəsɫoʒ'avəʃt̪ijət̪,zəsɫoˈʒavəʃt̪ijət̪
заслужаващо,zəsɫo'ʒavəʃt̪o̝,zəsɫoʒ'avəʃt̪o̝,zəsɫoˈʒavəʃt̪o̝
заслужаващото,zəsɫo'ʒavəʃt̪o̝t̪o̝,zəsɫoʒ'avəʃt̪o̝t̪o̝,zəsɫoˈʒavəʃt̪o̝t̪o̝
заслужат,zɐ'sɫuʒət̪,zɐsɫ'uʒət̪,zɐˈsɫuʒət̪
заслужел,zɐ'sɫuʒɛɫ,zɐsɫ'uʒɛɫ,zɐˈsɫuʒɛɫ
заслужела,zɐ'sɫuʒɛɫə,zɐsɫ'uʒɛɫə,zɐˈsɫuʒɛɫə
заслужели,zɐ'sɫuʒɛli,zɐsɫ'uʒɛli,zɐˈsɫuʒɛli
заслужени,zɐ'sɫuʒɛni,zɐsɫ'uʒɛni,zɐˈsɫuʒɛni
заслужените,zɐ'sɫuʒɛnit̪ɛ,zɐsɫ'uʒɛnit̪ɛ,zɐˈsɫuʒɛnit̪ɛ
заслужения,zɐ'sɫuʒɛnijə,zɐsɫ'uʒɛnijə,zɐˈsɫuʒɛnijə
заслужете,zəsɫo'ʒɛt̪ɛ,zəsɫoʒ'ɛt̪ɛ,zəsɫoˈʒɛt̪ɛ
заслужехте,zɐ'sɫuʒɛxt̪ɛ,zɐsɫ'uʒɛxt̪ɛ,zɐˈsɫuʒɛxt̪ɛ
заслужеше,zɐ'sɫuʒɛʃɛ,zɐsɫ'uʒɛʃɛ,zɐˈsɫuʒɛʃɛ
заслужил,zɐ'sɫuʒiɫ,zɐsɫ'uʒiɫ,zɐˈsɫuʒiɫ
заслужила,zɐ'sɫuʒiɫə,zɐsɫ'uʒiɫə,zɐˈsɫuʒiɫə
заслужило,zɐ'sɫuʒiɫo̝,zɐsɫ'uʒiɫo̝,zɐˈsɫuʒiɫo̝
заслужих,zɐ'sɫuʒix,zɐsɫ'uʒix,zɐˈsɫuʒix
заслужихте,zɐ'sɫuʒixt̪ɛ,zɐsɫ'uʒixt̪ɛ,zɐˈsɫuʒixt̪ɛ
заслужиш,zɐ'sɫuʒiʃ,zɐsɫ'uʒiʃ,zɐˈsɫuʒiʃ
заспалата,zə'spaɫət̪ə,zəsp'aɫət̪ə,zəˈspaɫət̪ə
заспалия,zə'spalijə,zəsp'alijə,zəˈspalijə
заспалото,zə'spaɫot̪o,zəsp'aɫot̪o,zəˈspaɫot̪o
заспах,zə'spax,zəsp'ax,zəˈspax
заспаха,zə'spaxə,zəsp'axə,zəˈspaxə
заспеше,zə'spɛʃɛ,zəsp'ɛʃɛ,zəˈspɛʃɛ
заспивай,zɐ'spivəj,zɐsp'ivəj,zɐˈspivəj
заспивайте,zɐ'spivəjt̪ɛ,zɐsp'ivəjt̪ɛ,zɐˈspivəjt̪ɛ
заспивала,zɐ'spivəɫə,zɐsp'ivəɫə,zɐˈspivəɫə
заспивалата,zɐ'spivəɫət̪ə,zɐsp'ivəɫət̪ə,zɐˈspivəɫət̪ə
заспивам,zɐ'spivəm,zɐsp'ivəm,zɐˈspivəm
заспиват,zɐ'spivət̪,zɐsp'ivət̪,zɐˈspivət̪
заспиваше,zɐ'spivəʃɛ,zɐsp'ivəʃɛ,zɐˈspivəʃɛ
заспиващ,zɐ'spivəʃt̪,zɐsp'ivəʃt̪,zɐˈspivəʃt̪
заспиващите,zɐ'spivəʃt̪it̪ɛ,zɐsp'ivəʃt̪it̪ɛ,zɐˈspivəʃt̪it̪ɛ
заспиващия,zɐ'spivəʃt̪ijə,zɐsp'ivəʃt̪ijə,zɐˈspivəʃt̪ijə
заспиващият,zɐ'spivəʃt̪ijət̪,zɐsp'ivəʃt̪ijət̪,zɐˈspivəʃt̪ijət̪
заспиващо,zɐ'spivəʃt̪o̝,zɐsp'ivəʃt̪o̝,zɐˈspivəʃt̪o̝
заспял,zə'spʲaɫ,zəspʲ'aɫ,zəˈspʲaɫ
заспяла,zə'spʲaɫə,zəspʲ'aɫə,zəˈspʲaɫə
засякоха,zɐ'sʲako̝xə,zɐsʲ'ako̝xə,zɐˈsʲako̝xə
затекат,zət̪ɛ'kɤt̪,zət̪ɛk'ɤt̪,zət̪ɛˈkɤt̪
затекъл,zɐ't̪ɛkəɫ,zɐt̪'ɛkəɫ,zɐˈt̪ɛkəɫ
затечал,zət̪ɛ'tʃaɫ,zət̪ɛtʃ'aɫ,zət̪ɛˈtʃaɫ
затечали,zət̪ɛ'tʃali,zət̪ɛtʃ'ali,zət̪ɛˈtʃali
затечахме,zət̪ɛ'tʃaxmɛ,zət̪ɛtʃ'axmɛ,zət̪ɛˈtʃaxmɛ
затечем,zət̪ɛ'tʃɛm,zət̪ɛtʃ'ɛm,zət̪ɛˈtʃɛm
затечете,zət̪ɛ'tʃɛt̪ɛ,zət̪ɛtʃ'ɛt̪ɛ,zət̪ɛˈtʃɛt̪ɛ
затечехте,zət̪ɛ'tʃɛxt̪ɛ,zət̪ɛtʃ'ɛxt̪ɛ,zət̪ɛˈtʃɛxt̪ɛ
затичайки,zɐ't̪itʃəjkʲi,zɐt̪'itʃəjkʲi,zɐˈt̪itʃəjkʲi
затичалата,zɐ't̪itʃəɫət̪ə,zɐt̪'itʃəɫət̪ə,zɐˈt̪itʃəɫət̪ə
затичалите,zɐ't̪itʃəlit̪ɛ,zɐt̪'itʃəlit̪ɛ,zɐˈt̪itʃəlit̪ɛ
затичалият,zɐ't̪itʃəlijət̪,zɐt̪'itʃəlijət̪,zɐˈt̪itʃəlijət̪
затичало,zɐ't̪itʃəɫo̝,zɐt̪'itʃəɫo̝,zɐˈt̪itʃəɫo̝
затичалото,zɐ't̪itʃəɫo̝t̪o̝,zɐt̪'itʃəɫo̝t̪o̝,zɐˈt̪itʃəɫo̝t̪o̝
затичам,zɐ't̪itʃəm,zɐt̪'itʃəm,zɐˈt̪itʃəm
затичащата,zɐ't̪itʃəʃt̪ət̪ə,zɐt̪'itʃəʃt̪ət̪ə,zɐˈt̪itʃəʃt̪ət̪ə
затресе,zət̪rɛ'sɛ,zət̪rɛs'ɛ,zət̪rɛˈsɛ
затресла,zɐ't̪rɛsɫə,zɐt̪r'ɛsɫə,zɐˈt̪rɛsɫə
затресли,zɐ't̪rɛsli,zɐt̪r'ɛsli,zɐˈt̪rɛsli
затреслите,zɐ't̪rɛslit̪ɛ,zɐt̪r'ɛslit̪ɛ,zɐˈt̪rɛslit̪ɛ
затреслия,zɐ't̪rɛslijə,zɐt̪r'ɛslijə,zɐˈt̪rɛslijə
затресло,zɐ't̪rɛsɫo̝,zɐt̪r'ɛsɫo̝,zɐˈt̪rɛsɫo̝
затресох,zɐ't̪rɛso̝x,zɐt̪r'ɛso̝x,zɐˈt̪rɛso̝x
затресоха,zɐ't̪rɛso̝xə,zɐt̪r'ɛso̝xə,zɐˈt̪rɛso̝xə
затресъл,zɐ't̪rɛsəɫ,zɐt̪r'ɛsəɫ,zɐˈt̪rɛsəɫ
затресяха,zət̪rɛ'sʲaxə,zət̪rɛsʲ'axə,zət̪rɛˈsʲaxə
затресяхме,zət̪rɛ'sʲaxmɛ,zət̪rɛsʲ'axmɛ,zət̪rɛˈsʲaxmɛ
затресяхте,zət̪rɛ'sʲaxt̪ɛ,zət̪rɛsʲ'axt̪ɛ,zət̪rɛˈsʲaxt̪ɛ
затриса,zɐ't̪risə,zɐt̪r'isə,zɐˈt̪risə
затрисай,zɐ't̪risəj,zɐt̪r'isəj,zɐˈt̪risəj
затрисайки,zɐ't̪risəjkʲi,zɐt̪r'isəjkʲi,zɐˈt̪risəjkʲi
затрисалия,zɐ't̪risəlijə,zɐt̪r'isəlijə,zɐˈt̪risəlijə
затрисанията,zɐ't̪risənijət̪ə,zɐt̪r'isənijət̪ə,zɐˈt̪risənijət̪ə
затрисат,zɐ't̪risət̪,zɐt̪r'isət̪,zɐˈt̪risət̪
затрисащия,zɐ't̪risəʃt̪ijə,zɐt̪r'isəʃt̪ijə,zɐˈt̪risəʃt̪ijə
затрисащо,zɐ't̪risəʃt̪o̝,zɐt̪r'isəʃt̪o̝,zɐˈt̪risəʃt̪o̝
захапали,zɐ'xapəli,zɐx'apəli,zɐˈxapəli
захапалите,zɐ'xapəlit̪ɛ,zɐx'apəlit̪ɛ,zɐˈxapəlit̪ɛ
захапаното,zɐ'xapəno̝t̪o̝,zɐx'apəno̝t̪o̝,zɐˈxapəno̝t̪o̝
захапахме,zɐ'xapəxmɛ,zɐx'apəxmɛ,zɐˈxapəxmɛ
захапвала,zɐ'xapvəɫə,zɐx'apvəɫə,zɐˈxapvəɫə
захапвалият,zɐ'xapvəlijət̪,zɐx'apvəlijət̪,zɐˈxapvəlijət̪
захапвало,zɐ'xapvəɫo̝,zɐx'apvəɫo̝,zɐˈxapvəɫo̝
захапвалото,zɐ'xapvəɫo̝t̪o̝,zɐx'apvəɫo̝t̪o̝,zɐˈxapvəɫo̝t̪o̝
захапване,zɐ'xapvənɛ,zɐx'apvənɛ,zɐˈxapvənɛ
захапванетата,zɐ'xapvənɛt̪ət̪ə,zɐx'apvənɛt̪ət̪ə,zɐˈxapvənɛt̪ət̪ə
захапванията,zɐ'xapvənijət̪ə,zɐx'apvənijət̪ə,zɐˈxapvənijət̪ə
захапвате,zɐ'xapvət̪ɛ,zɐx'apvət̪ɛ,zɐˈxapvət̪ɛ
захапваха,zɐ'xapvəxə,zɐx'apvəxə,zɐˈxapvəxə
захапвахте,zɐ'xapvəxt̪ɛ,zɐx'apvəxt̪ɛ,zɐˈxapvəxt̪ɛ
захапваш,zɐ'xapvəʃ,zɐx'apvəʃ,zɐˈxapvəʃ
захапваше,zɐ'xapvəʃɛ,zɐx'apvəʃɛ,zɐˈxapvəʃɛ
захапваща,zɐ'xapvəʃt̪ə,zɐx'apvəʃt̪ə,zɐˈxapvəʃt̪ə
захапващи,zɐ'xapvəʃt̪i,zɐx'apvəʃt̪i,zɐˈxapvəʃt̪i
захапващият,zɐ'xapvəʃt̪ijət̪,zɐx'apvəʃt̪ijət̪,zɐˈxapvəʃt̪ijət̪
захапела,zɐ'xapɛɫə,zɐx'apɛɫə,zɐˈxapɛɫə
захапете,zɐ'xapɛt̪ɛ,zɐx'apɛt̪ɛ,zɐˈxapɛt̪ɛ
захапеха,zɐ'xapɛxə,zɐx'apɛxə,zɐˈxapɛxə
захапехме,zɐ'xapɛxmɛ,zɐx'apɛxmɛ,zɐˈxapɛxmɛ
захапехте,zɐ'xapɛxt̪ɛ,zɐx'apɛxt̪ɛ,zɐˈxapɛxt̪ɛ
захапи,zəxɐ'pi,zəxɐp'i,zəxɐˈpi
захапя,zɐ'xapʲə,zɐx'apʲə,zɐˈxapʲə
захапят,zɐ'xapʲət̪,zɐx'apʲət̪,zɐˈxapʲət̪
зачевай,zɐ'tʃɛvəj,zɐtʃ'ɛvəj,zɐˈtʃɛvəj
зачевайки,zɐ'tʃɛvəjkʲi,zɐtʃ'ɛvəjkʲi,zɐˈtʃɛvəjkʲi
зачевала,zɐ'tʃɛvəɫə,zɐtʃ'ɛvəɫə,zɐˈtʃɛvəɫə
зачевали,zɐ'tʃɛvəli,zɐtʃ'ɛvəli,zɐˈtʃɛvəli
зачевалото,zɐ'tʃɛvəɫo̝t̪o̝,zɐtʃ'ɛvəɫo̝t̪o̝,zɐˈtʃɛvəɫo̝t̪o̝
зачевам,zɐ'tʃɛvəm,zɐtʃ'ɛvəm,zɐˈtʃɛvəm
зачевана,zɐ'tʃɛvənə,zɐtʃ'ɛvənə,zɐˈtʃɛvənə
зачеване,zɐ'tʃɛvənɛ,zɐtʃ'ɛvənɛ,zɐˈtʃɛvənɛ
зачеванета,zɐ'tʃɛvənɛt̪ə,zɐtʃ'ɛvənɛt̪ə,zɐˈtʃɛvənɛt̪ə
зачеваните,zɐ'tʃɛvənit̪ɛ,zɐtʃ'ɛvənit̪ɛ,zɐˈtʃɛvənit̪ɛ
зачеванията,zɐ'tʃɛvənijət̪ə,zɐtʃ'ɛvənijət̪ə,zɐˈtʃɛvənijət̪ə
зачевано,zɐ'tʃɛvəno̝,zɐtʃ'ɛvəno̝,zɐˈtʃɛvəno̝
зачевате,zɐ'tʃɛvət̪ɛ,zɐtʃ'ɛvət̪ɛ,zɐˈtʃɛvət̪ɛ
зачевах,zɐ'tʃɛvəx,zɐtʃ'ɛvəx,zɐˈtʃɛvəx
зачеваха,zɐ'tʃɛvəxə,zɐtʃ'ɛvəxə,zɐˈtʃɛvəxə
зачевахме,zɐ'tʃɛvəxmɛ,zɐtʃ'ɛvəxmɛ,zɐˈtʃɛvəxmɛ
зачевахте,zɐ'tʃɛvəxt̪ɛ,zɐtʃ'ɛvəxt̪ɛ,zɐˈtʃɛvəxt̪ɛ
зачеваш,zɐ'tʃɛvəʃ,zɐtʃ'ɛvəʃ,zɐˈtʃɛvəʃ
зачеваше,zɐ'tʃɛvəʃɛ,zɐtʃ'ɛvəʃɛ,zɐˈtʃɛvəʃɛ
зачеващия,zɐ'tʃɛvəʃt̪ijə,zɐtʃ'ɛvəʃt̪ijə,zɐˈtʃɛvəʃt̪ijə
зачеващо,zɐ'tʃɛvəʃt̪o̝,zɐtʃ'ɛvəʃt̪o̝,zɐˈtʃɛvəʃt̪o̝
зачеващото,zɐ'tʃɛvəʃt̪o̝t̪o̝,zɐtʃ'ɛvəʃt̪o̝t̪o̝,zɐˈtʃɛvəʃt̪o̝t̪o̝
зачелият,zɐ'tʃɛlijət̪,zɐtʃ'ɛlijət̪,zɐˈtʃɛlijət̪
зачена,zɐ'tʃɛnə,zɐtʃ'ɛnə,zɐˈtʃɛnə
заченал,zɐ'tʃɛnəɫ,zɐtʃ'ɛnəɫ,zɐˈtʃɛnəɫ
заченала,zɐ'tʃɛnəɫə,zɐtʃ'ɛnəɫə,zɐˈtʃɛnəɫə
заченалата,zɐ'tʃɛnəɫət̪ə,zɐtʃ'ɛnəɫət̪ə,zɐˈtʃɛnəɫət̪ə
заченел,zɐ'tʃɛnɛɫ,zɐtʃ'ɛnɛɫ,zɐˈtʃɛnɛɫ
заченела,zɐ'tʃɛnɛɫə,zɐtʃ'ɛnɛɫə,zɐˈtʃɛnɛɫə
заченели,zɐ'tʃɛnɛli,zɐtʃ'ɛnɛli,zɐˈtʃɛnɛli
заченеха,zɐ'tʃɛnɛxə,zɐtʃ'ɛnɛxə,zɐˈtʃɛnɛxə
заченехме,zɐ'tʃɛnɛxmɛ,zɐtʃ'ɛnɛxmɛ,zɐˈtʃɛnɛxmɛ
зачетели,zətʃɛ't̪ɛli,zətʃɛt̪'ɛli,zətʃɛˈt̪ɛli
зачетената,zɐ'tʃɛt̪ɛnət̪ə,zɐtʃ'ɛt̪ɛnət̪ə,zɐˈtʃɛt̪ɛnət̪ə
зачетените,zɐ'tʃɛt̪ɛnit̪ɛ,zɐtʃ'ɛt̪ɛnit̪ɛ,zɐˈtʃɛt̪ɛnit̪ɛ
зачетох,zɐ'tʃɛt̪o̝x,zɐtʃ'ɛt̪o̝x,zɐˈtʃɛt̪o̝x
зачитайки,zɐ'tʃit̪əjkʲi,zɐtʃ'it̪əjkʲi,zɐˈtʃit̪əjkʲi
зачитайте,zɐ'tʃit̪əjt̪ɛ,zɐtʃ'it̪əjt̪ɛ,zɐˈtʃit̪əjt̪ɛ
зачиталите,zɐ'tʃit̪əlit̪ɛ,zɐtʃ'it̪əlit̪ɛ,zɐˈtʃit̪əlit̪ɛ
зачитало,zɐ'tʃit̪əɫo̝,zɐtʃ'it̪əɫo̝,zɐˈtʃit̪əɫo̝
зачитаха,zɐ'tʃit̪əxə,zɐtʃ'it̪əxə,zɐˈtʃit̪əxə
зачиташ,zɐ'tʃit̪əʃ,zɐtʃ'it̪əʃ,zɐˈtʃit̪əʃ
зачиташе,zɐ'tʃit̪əʃɛ,zɐtʃ'it̪əʃɛ,zɐˈtʃit̪əʃɛ
зачитащото,zɐ'tʃit̪əʃt̪o̝t̪o̝,zɐtʃ'it̪əʃt̪o̝t̪o̝,zɐˈtʃit̪əʃt̪o̝t̪o̝
зашивайки,zɐ'ʃivəjkʲi,zɐʃ'ivəjkʲi,zɐˈʃivəjkʲi
зашивал,zɐ'ʃivəɫ,zɐʃ'ivəɫ,zɐˈʃivəɫ
зашивалият,zɐ'ʃivəlijət̪,zɐʃ'ivəlijət̪,zɐˈʃivəlijət̪
зашивало,zɐ'ʃivəɫo̝,zɐʃ'ivəɫo̝,zɐˈʃivəɫo̝
зашивалото,zɐ'ʃivəɫo̝t̪o̝,zɐʃ'ivəɫo̝t̪o̝,zɐˈʃivəɫo̝t̪o̝
зашиваме,zɐ'ʃivəmɛ,zɐʃ'ivəmɛ,zɐˈʃivəmɛ
зашиванета,zɐ'ʃivənɛt̪ə,zɐʃ'ivənɛt̪ə,zɐˈʃivənɛt̪ə
зашиваните,zɐ'ʃivənit̪ɛ,zɐʃ'ivənit̪ɛ,zɐˈʃivənit̪ɛ
зашиваното,zɐ'ʃivəno̝t̪o̝,zɐʃ'ivəno̝t̪o̝,zɐˈʃivəno̝t̪o̝
зашиваща,zɐ'ʃivəʃt̪ə,zɐʃ'ivəʃt̪ə,zɐˈʃivəʃt̪ə
зашиващият,zɐ'ʃivəʃt̪ijət̪,zɐʃ'ivəʃt̪ijət̪,zɐˈʃivəʃt̪ijət̪
зашиващо,zɐ'ʃivəʃt̪o̝,zɐʃ'ivəʃt̪o̝,zɐˈʃivəʃt̪o̝
зашиващото,zɐ'ʃivəʃt̪o̝t̪o̝,zɐʃ'ivəʃt̪o̝t̪o̝,zɐˈʃivəʃt̪o̝t̪o̝
зашием,zɐ'ʃiɛm,zɐʃ'iɛm,zɐˈʃiɛm
зашиете,zɐ'ʃiɛt̪ɛ,zɐʃ'iɛt̪ɛ,zɐˈʃiɛt̪ɛ
зашиехме,zɐ'ʃiɛxmɛ,zɐʃ'iɛxmɛ,zɐˈʃiɛxmɛ
зашиехте,zɐ'ʃiɛxt̪ɛ,zɐʃ'iɛxt̪ɛ,zɐˈʃiɛxt̪ɛ
зашиеш,zɐ'ʃiɛʃ,zɐʃ'iɛʃ,zɐˈʃiɛʃ
зашил,zɐ'ʃiɫ,zɐʃ'iɫ,zɐˈʃiɫ
зашила,zɐ'ʃiɫə,zɐʃ'iɫə,zɐˈʃiɫə
зашилите,zɐ'ʃilit̪ɛ,zɐʃ'ilit̪ɛ,zɐˈʃilit̪ɛ
зашилият,zɐ'ʃilijət̪,zɐʃ'ilijət̪,zɐˈʃilijət̪
зашилото,zɐ'ʃiɫo̝t̪o̝,zɐʃ'iɫo̝t̪o̝,zɐˈʃiɫo̝t̪o̝
зашитата,zɐ'ʃit̪ət̪ə,zɐʃ'it̪ət̪ə,zɐˈʃit̪ət̪ə
зашитите,zɐ'ʃit̪it̪ɛ,zɐʃ'it̪it̪ɛ,zɐˈʃit̪it̪ɛ
зашито,zɐ'ʃit̪o̝,zɐʃ'it̪o̝,zɐˈʃit̪o̝
звезда,zvɛz'da,zvɛzd'a,zvɛzˈda
звук,zvuk,zvuk,zvuk
звънец,zvə'nɛt͡s,zvən'ɛt͡s,zvəˈnɛt͡s
звяр,zvʲar,zvʲar,zvʲar
здрав,zdraf,zdraf,zdraf
зелен,zɛ'lɛn,zɛl'ɛn,zɛˈlɛn
зидар,zi'dar,zid'ar,ziˈdar
зидарка,zi'darkə,zid'arkə,ziˈdarkə
зима,'zimə,z'imə,ˈzimə
златен,'zlatɛn,zl'atɛn,ˈzlatɛn
злоупотребете,zɫo̝o̝po̝t̪rɛ'bɛt̪ɛ,zɫo̝o̝po̝t̪rɛb'ɛt̪ɛ,zɫo̝o̝po̝t̪rɛˈbɛt̪ɛ
злоупотребилата,zɫo̝o̝po̝t̪rɛ'biɫət̪ə,zɫo̝o̝po̝t̪rɛb'iɫət̪ə,zɫo̝o̝po̝t̪rɛˈbiɫət̪ə
злоупотребили,zɫo̝o̝po̝t̪rɛ'bili,zɫo̝o̝po̝t̪rɛb'ili,zɫo̝o̝po̝t̪rɛˈbili
злоупотребихме,zɫo̝o̝po̝t̪rɛ'bixmɛ,zɫo̝o̝po̝t̪rɛb'ixmɛ,zɫo̝o̝po̝t̪rɛˈbixmɛ
злоупотребихте,zɫo̝o̝po̝t̪rɛ'bixt̪ɛ,zɫo̝o̝po̝t̪rɛb'ixt̪ɛ,zɫo̝o̝po̝t̪rɛˈbixt̪ɛ
злоупотребиш,zɫo̝o̝po̝t̪rɛ'biʃ,zɫo̝o̝po̝t̪rɛb'iʃ,zɫo̝o̝po̝t̪rɛˈbiʃ
злоупотребявайте,zɫo̝o̝po̝t̪rɛ'bʲavəjt̪ɛ,zɫo̝o̝po̝t̪rɛbʲ'avəjt̪ɛ,zɫo̝o̝po̝t̪rɛˈbʲavəjt̪ɛ
злоупотребявалата,zɫo̝o̝po̝t̪rɛ'bʲavəɫət̪ə,zɫo̝o̝po̝t̪rɛbʲ'avəɫət̪ə,zɫo̝o̝po̝t̪rɛˈbʲavəɫət̪ə
злоупотребявалият,zɫo̝o̝po̝t̪rɛ'bʲavəlijət̪,zɫo̝o̝po̝t̪rɛbʲ'avəlijət̪,zɫo̝o̝po̝t̪rɛˈbʲavəlijət̪
злоупотребявало,zɫo̝o̝po̝t̪rɛ'bʲavəɫo̝,zɫo̝o̝po̝t̪rɛbʲ'avəɫo̝,zɫo̝o̝po̝t̪rɛˈbʲavəɫo̝
злоупотребяване,zɫo̝o̝po̝t̪rɛ'bʲavənɛ,zɫo̝o̝po̝t̪rɛbʲ'avənɛ,zɫo̝o̝po̝t̪rɛˈbʲavənɛ
злоупотребявах,zɫo̝o̝po̝t̪rɛ'bʲavəx,zɫo̝o̝po̝t̪rɛbʲ'avəx,zɫo̝o̝po̝t̪rɛˈbʲavəx
злоупотребят,zɫo̝o̝po̝t̪rɛ'bʲɤt̪,zɫo̝o̝po̝t̪rɛbʲ'ɤt̪,zɫo̝o̝po̝t̪rɛˈbʲɤt̪
знаме,'znamɛ,zn'amɛ,ˈznamɛ
зована,zo'vanə,zov'anə,zoˈvanə
зованата,zo'vanət̪ə,zov'anət̪ə,zoˈvanət̪ə
зованите,zo'vanit̪ɛ,zov'anit̪ɛ,zoˈvanit̪ɛ
зованият,zo'vanijət̪,zov'anijət̪,zoˈvanijət̪
зованията,zo'vanijət̪ə,zov'anijət̪ə,zoˈvanijət̪ə
зованото,zo'vano̝t̪o̝,zov'ano̝t̪o̝,zoˈvano̝t̪o̝
зовах,zo'vax,zov'ax,zoˈvax
зове,zo'vɛ,zov'ɛ,zoˈvɛ
зовях,zo'vʲax,zovʲ'ax,zoˈvʲax
зовяхме,zo'vʲaxmɛ,zovʲ'axmɛ,zoˈvʲaxmɛ
зовяхте,zo'vʲaxt̪ɛ,zovʲ'axt̪ɛ,zoˈvʲaxt̪ɛ
зовящия,zo'vʲaʃt̪ijə,zovʲ'aʃt̪ijə,zoˈvʲaʃt̪ijə
зрейки,'zrɛjkʲi,zr'ɛjkʲi,ˈzrɛjkʲi
зренета,'zrɛnɛt̪ə,zr'ɛnɛt̪ə,ˈzrɛnɛt̪ə
зреш,zrɛʃ,zrɛʃ,zrɛʃ
зреше,'zrɛʃɛ,zr'ɛʃɛ,ˈzrɛʃɛ
зряло,'zrʲaɫo̝,zrʲ'aɫo̝,ˈzrʲaɫo̝
зряна,'zrʲanə,zrʲ'anə,ˈzrʲanə
зрящ,zrʲaʃt̪,zrʲaʃt̪,zrʲaʃt̪
зряща,'zrʲaʃt̪ə,zrʲ'aʃt̪ə,ˈzrʲaʃt̪ə
зрящия,'zrʲaʃt̪ijə,zrʲ'aʃt̪ijə,ˈzrʲaʃt̪ijə
зъболекар,zəbo'lɛkər,zəbol'ɛkər,zəboˈlɛkər
зъболекарски,zəbo'lɛkərskʲi,zəbol'ɛkərskʲi,zəboˈlɛkərskʲi
и,i,i,i
играе,i'ɡraɛ,iɡr'aɛ,iˈɡraɛ
играел,i'ɡraɛɫ,iɡr'aɛɫ,iˈɡraɛɫ
играенета,i'ɡraɛnɛt̪ə,iɡr'aɛnɛt̪ə,iˈɡraɛnɛt̪ə
играенетата,i'ɡraɛnɛt̪ət̪ə,iɡr'aɛnɛt̪ət̪ə,iˈɡraɛnɛt̪ət̪ə
играенето,i'ɡraɛnɛt̪o,iɡr'aɛnɛt̪o,iˈɡraɛnɛt̪o
играенията,i'ɡraɛnijət̪ə,iɡr'aɛnijət̪ə,iˈɡraɛnijət̪ə
играете,i'ɡraɛt̪ɛ,iɡr'aɛt̪ɛ,iˈɡraɛt̪ɛ
играехме,i'ɡraɛxmɛ,iɡr'aɛxmɛ,iˈɡraɛxmɛ
играеше,i'ɡraɛʃɛ,iɡr'aɛʃɛ,iˈɡraɛʃɛ
